year	countrycode	eeacellcode	classkey	class	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	classcount
2022	BE	1kmE4008N3038	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4008N3124	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4009N2981	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4009N2988	359	Mammalia	5218786	Procyon lotor	2	1000.0	86400	21001
2022	BE	1kmE4009N3007	359	Mammalia	5218786	Procyon lotor	2	25.0	86400	21001
2022	BE	1kmE4009N3015	359	Mammalia	5218786	Procyon lotor	1	4.0	86400	21001
2022	BE	1kmE4009N3020	359	Mammalia	5218786	Procyon lotor	2	999.0	86400	21001
2022	BE	1kmE4009N3023	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4009N3039	359	Mammalia	5218786	Procyon lotor	1	20.0	86400	21001
2022	BE	1kmE4010N2960	359	Mammalia	5218786	Procyon lotor	1	1.0	86400	21001
2022	BE	1kmE4010N2961	359	Mammalia	5218786	Procyon lotor	1	49.0	86400	21001
2022	BE	1kmE4010N2965	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4010N2980	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4011N2948	359	Mammalia	5218786	Procyon lotor	2	49.0	86400	21001
2022	BE	1kmE4011N2949	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4011N2957	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4011N2970	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4011N2979	359	Mammalia	5218786	Procyon lotor	1	8.0	86400	21001
2022	BE	1kmE4011N3012	359	Mammalia	5218786	Procyon lotor	1	11.0	86400	21001
2022	BE	1kmE4011N3024	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4011N3028	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4011N3029	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4011N3034	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4011N3040	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4012N2947	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	BE	1kmE4012N2969	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4012N3012	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4013N2945	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4013N2977	359	Mammalia	5218786	Procyon lotor	1	32.0	86400	21001
2022	BE	1kmE4013N2997	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4013N2999	359	Mammalia	5218786	Procyon lotor	2	5.0	86400	21001
2022	BE	1kmE4013N3019	359	Mammalia	5218786	Procyon lotor	2	243.0	86400	21001
2022	BE	1kmE4013N3020	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4013N3052	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	LU	1kmE4014N2978	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	BE	1kmE4014N2982	359	Mammalia	5218786	Procyon lotor	2	1000.0	86400	21001
2022	BE	1kmE4014N2983	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4014N2984	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	BE	1kmE4014N3012	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	BE	1kmE4014N3022	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4014N3023	359	Mammalia	5218786	Procyon lotor	1	61.0	86400	21001
2022	BE	1kmE4014N3051	359	Mammalia	5218786	Procyon lotor	1	49.0	86400	21001
2022	BE	1kmE4014N3060	359	Mammalia	5218786	Procyon lotor	1	6.0	86400	21001
2022	NL	1kmE4014N3082	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	NL	1kmE4014N3187	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	BE	1kmE4015N2996	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4015N2999	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4015N3015	359	Mammalia	5218786	Procyon lotor	3	1000.0	86400	21001
2022	BE	1kmE4015N3046	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4015N3050	359	Mammalia	5218786	Procyon lotor	2	8.0	86400	21001
2022	BE	1kmE4015N3061	359	Mammalia	5218786	Procyon lotor	1	10.0	86400	21001
2022	BE	1kmE4016N2959	359	Mammalia	5218786	Procyon lotor	1	3.0	86400	21001
2022	BE	1kmE4016N2970	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4016N2971	359	Mammalia	5218786	Procyon lotor	2	1000.0	86400	21001
2022	BE	1kmE4016N2999	359	Mammalia	5218786	Procyon lotor	2	2828.0	86400	21001
2022	BE	1kmE4016N3001	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4016N3048	359	Mammalia	5218786	Procyon lotor	1	49.0	86400	21001
2022	BE	1kmE4017N2972	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4017N3011	359	Mammalia	5218786	Procyon lotor	1	33.0	86400	21001
2022	BE	1kmE4017N3038	359	Mammalia	5218786	Procyon lotor	1	4.0	86400	21001
2022	BE	1kmE4017N3042	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4017N3058	359	Mammalia	5218786	Procyon lotor	1	30.0	86400	21001
2022	BE	1kmE4017N3068	359	Mammalia	5218786	Procyon lotor	2	49.0	86400	21001
2022	BE	1kmE4017N3128	359	Mammalia	5218786	Procyon lotor	4	187.0	1	21001
2022	BE	1kmE4018N2970	359	Mammalia	5218786	Procyon lotor	1	49.0	86400	21001
2022	BE	1kmE4018N3018	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4018N3020	359	Mammalia	5218786	Procyon lotor	1	32.0	86400	21001
2022	BE	1kmE4018N3033	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	BE	1kmE4018N3042	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4019N3017	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	BE	1kmE4019N3018	359	Mammalia	5218786	Procyon lotor	2	1000.0	86400	21001
2022	BE	1kmE4019N3038	359	Mammalia	5218786	Procyon lotor	1	1.0	86400	21001
2022	BE	1kmE4019N3045	359	Mammalia	5218786	Procyon lotor	1	3.0	86400	21001
2022	BE	1kmE4019N3060	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	BE	1kmE4020N3015	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4020N3034	359	Mammalia	5218786	Procyon lotor	1	10.0	86400	21001
2022	BE	1kmE4020N3058	359	Mammalia	5218786	Procyon lotor	2	3.0	86400	21001
2022	BE	1kmE4020N3059	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	LU	1kmE4021N2980	359	Mammalia	5218786	Procyon lotor	1	11.0	1	21001
2022	BE	1kmE4021N2998	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	BE	1kmE4021N3015	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4021N3052	359	Mammalia	5218786	Procyon lotor	1	12.0	86400	21001
2022	LU	1kmE4022N2996	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4022N3014	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4022N3015	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4022N3018	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4022N3019	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4022N3059	359	Mammalia	5218786	Procyon lotor	1	31.0	86400	21001
2022	BE	1kmE4022N3060	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	NL	1kmE4022N3206	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	LU	1kmE4023N2974	359	Mammalia	5218786	Procyon lotor	1	122.0	60	21001
2022	BE	1kmE4023N3016	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4023N3022	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4024N2956	359	Mammalia	5218786	Procyon lotor	1	49.0	86400	21001
2022	BE	1kmE4024N3015	359	Mammalia	5218786	Procyon lotor	2	2828.0	86400	21001
2022	BE	1kmE4024N3042	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4024N3053	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4024N3055	359	Mammalia	5218786	Procyon lotor	11	5.0	86400	21001
2022	BE	1kmE4024N3057	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	BE	1kmE4025N3012	359	Mammalia	5218786	Procyon lotor	1	2828.0	86400	21001
2022	BE	1kmE4025N3041	359	Mammalia	5218786	Procyon lotor	1	3.0	86400	21001
2022	BE	1kmE4025N3053	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	BE	1kmE4025N3056	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	BE	1kmE4026N3012	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	BE	1kmE4026N3020	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4026N3042	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	NL	1kmE4026N3081	359	Mammalia	5218786	Procyon lotor	2	5000.0	86400	21001
2022	BE	1kmE4027N3013	359	Mammalia	5218786	Procyon lotor	1	999.0	86400	21001
2022	NL	1kmE4027N3104	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	LU	1kmE4028N2985	359	Mammalia	5218786	Procyon lotor	2	2.0	60	21001
2022	LU	1kmE4028N3003	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4028N3004	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4028N3012	359	Mammalia	5218786	Procyon lotor	2	15.0	86400	21001
2022	LU	1kmE4029N3004	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4029N3030	359	Mammalia	5218786	Procyon lotor	1	61.0	86400	21001
2022	BE	1kmE4029N3044	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4029N3078	359	Mammalia	5218786	Procyon lotor	1	8.0	86400	21001
2022	NL	1kmE4029N3104	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	NL	1kmE4029N3109	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	BE	1kmE4030N3031	359	Mammalia	5218786	Procyon lotor	1	11.0	86400	21001
2022	BE	1kmE4030N3043	359	Mammalia	5218786	Procyon lotor	2	5.0	86400	21001
2022	BE	1kmE4030N3079	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	LU	1kmE4031N2956	359	Mammalia	5218786	Procyon lotor	1	6.0	1	21001
2022	LU	1kmE4031N2957	359	Mammalia	5218786	Procyon lotor	1	5.0	1	21001
2022	BE	1kmE4031N3031	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	BE	1kmE4031N3033	359	Mammalia	5218786	Procyon lotor	2	3.0	86400	21001
2022	BE	1kmE4031N3072	359	Mammalia	5218786	Procyon lotor	1	129.0	86400	21001
2022	NL	1kmE4031N3085	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4032N2969	359	Mammalia	5218786	Procyon lotor	1	58.0	1	21001
2022	LU	1kmE4032N2970	359	Mammalia	5218786	Procyon lotor	1	183.0	60	21001
2022	LU	1kmE4032N2984	359	Mammalia	5218786	Procyon lotor	1	1013.0	1	21001
2022	LU	1kmE4032N2991	359	Mammalia	5218786	Procyon lotor	2	1000.0	60	21001
2022	BE	1kmE4032N3019	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4032N3034	359	Mammalia	5218786	Procyon lotor	2	1000.0	86400	21001
2022	BE	1kmE4032N3054	359	Mammalia	5218786	Procyon lotor	1	8.0	86400	21001
2022	BE	1kmE4032N3073	359	Mammalia	5218786	Procyon lotor	1	8.0	86400	21001
2022	BE	1kmE4032N3074	359	Mammalia	5218786	Procyon lotor	1	19.0	86400	21001
2022	NL	1kmE4032N3079	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	LU	1kmE4033N2961	359	Mammalia	5218786	Procyon lotor	2	8.0	1	21001
2022	LU	1kmE4033N2969	359	Mammalia	5218786	Procyon lotor	1	143.0	3600	21001
2022	BE	1kmE4033N3019	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4033N3072	359	Mammalia	5218786	Procyon lotor	1	10.0	86400	21001
2022	NL	1kmE4033N3074	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	LU	1kmE4034N2967	359	Mammalia	5218786	Procyon lotor	1	61.0	1	21001
2022	LU	1kmE4034N2976	359	Mammalia	5218786	Procyon lotor	1	1000.0	1	21001
2022	BE	1kmE4034N3019	359	Mammalia	5218786	Procyon lotor	2	25.0	86400	21001
2022	BE	1kmE4034N3032	359	Mammalia	5218786	Procyon lotor	2	3.0	86400	21001
2022	BE	1kmE4034N3053	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	BE	1kmE4035N3078	359	Mammalia	5218786	Procyon lotor	1	9.0	86400	21001
2022	BE	1kmE4036N3040	359	Mammalia	5218786	Procyon lotor	1	49.0	86400	21001
2022	LU	1kmE4037N3000	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4037N3012	359	Mammalia	5218786	Procyon lotor	1	12.0	1	21001
2022	LU	1kmE4038N2964	359	Mammalia	5218786	Procyon lotor	1	15.0	60	21001
2022	NL	1kmE4038N3100	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	NL	1kmE4038N3199	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	BE	1kmE4039N3062	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4040N2967	359	Mammalia	5218786	Procyon lotor	1	2.0	60	21001
2022	BE	1kmE4043N3036	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4044N3037	359	Mammalia	5218786	Procyon lotor	1	8.0	86400	21001
2022	BE	1kmE4045N3009	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	BE	1kmE4045N3051	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4045N3060	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4046N3087	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	NL	1kmE4046N3191	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	LU	1kmE4047N2940	359	Mammalia	5218786	Procyon lotor	1	1389.0	60	21001
2022	LU	1kmE4047N2965	359	Mammalia	5218786	Procyon lotor	1	1000.0	1	21001
2022	LU	1kmE4047N2970	359	Mammalia	5218786	Procyon lotor	1	6.0	1	21001
2022	LU	1kmE4048N2965	359	Mammalia	5218786	Procyon lotor	1	336.0	1	21001
2022	LU	1kmE4048N2966	359	Mammalia	5218786	Procyon lotor	1	1500.0	1	21001
2022	DE	1kmE4048N3071	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4049N2979	359	Mammalia	5218786	Procyon lotor	7	1000.0	86400	21001
2022	LU	1kmE4049N2980	359	Mammalia	5218786	Procyon lotor	24	1000.0	86400	21001
2022	LU	1kmE4049N2981	359	Mammalia	5218786	Procyon lotor	6	1000.0	86400	21001
2022	BE	1kmE4049N3038	359	Mammalia	5218786	Procyon lotor	2	30.0	86400	21001
2022	LU	1kmE4050N2979	359	Mammalia	5218786	Procyon lotor	26	1000.0	86400	21001
2022	LU	1kmE4050N2980	359	Mammalia	5218786	Procyon lotor	34	1000.0	86400	21001
2022	LU	1kmE4050N2981	359	Mammalia	5218786	Procyon lotor	18	1000.0	86400	21001
2022	LU	1kmE4051N2965	359	Mammalia	5218786	Procyon lotor	1	1667.0	1	21001
2022	LU	1kmE4051N2979	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4051N2980	359	Mammalia	5218786	Procyon lotor	3	1000.0	86400	21001
2022	LU	1kmE4052N2976	359	Mammalia	5218786	Procyon lotor	1	20.0	1	21001
2022	DE	1kmE4052N3055	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	BE	1kmE4053N3034	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4053N3055	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	BE	1kmE4053N3061	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	BE	1kmE4053N3062	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4055N2972	359	Mammalia	5218786	Procyon lotor	1	10.0	1	21001
2022	LU	1kmE4058N2960	359	Mammalia	5218786	Procyon lotor	3	1000.0	86400	21001
2022	LU	1kmE4058N2961	359	Mammalia	5218786	Procyon lotor	6	1000.0	86400	21001
2022	LU	1kmE4059N2960	359	Mammalia	5218786	Procyon lotor	33	1000.0	86400	21001
2022	LU	1kmE4059N2961	359	Mammalia	5218786	Procyon lotor	35	1000.0	86400	21001
2022	LU	1kmE4059N2962	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4059N2986	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	BE	1kmE4059N3046	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	LU	1kmE4060N2960	359	Mammalia	5218786	Procyon lotor	17	1000.0	86400	21001
2022	LU	1kmE4060N2961	359	Mammalia	5218786	Procyon lotor	17	1000.0	86400	21001
2022	DE	1kmE4063N3050	359	Mammalia	5218786	Procyon lotor	1	4.0	86400	21001
2022	DE	1kmE4063N3053	359	Mammalia	5218786	Procyon lotor	1	3.0	86400	21001
2022	LU	1kmE4064N2958	359	Mammalia	5218786	Procyon lotor	1	39.0	60	21001
2022	DE	1kmE4064N3057	359	Mammalia	5218786	Procyon lotor	3	8.0	86400	21001
2022	DE	1kmE4064N3058	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	DE	1kmE4065N3057	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	DE	1kmE4066N3057	359	Mammalia	5218786	Procyon lotor	2	3.0	86400	21001
2022	NL	1kmE4066N3315	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	DE	1kmE4067N3054	359	Mammalia	5218786	Procyon lotor	1	3.0	86400	21001
2022	DE	1kmE4067N3056	359	Mammalia	5218786	Procyon lotor	1	60.0	86400	21001
2022	DE	1kmE4069N3055	359	Mammalia	5218786	Procyon lotor	2	4.0	86400	21001
2022	DE	1kmE4070N3049	359	Mammalia	5218786	Procyon lotor	1	17.0	86400	21001
2022	DE	1kmE4070N3050	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4070N3057	359	Mammalia	5218786	Procyon lotor	1	3.0	86400	21001
2022	DE	1kmE4072N3056	359	Mammalia	5218786	Procyon lotor	1	7.0	86400	21001
2022	DE	1kmE4076N3037	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	CH	1kmE4077N2656	359	Mammalia	5218786	Procyon lotor	1	26935.0	1	21001
2022	NL	1kmE4080N3346	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	DE	1kmE4099N3154	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	DE	1kmE4101N3144	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4103N3149	359	Mammalia	5218786	Procyon lotor	3	3.0	86400	21001
2022	NL	1kmE4103N3259	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	NL	1kmE4104N3250	359	Mammalia	5218786	Procyon lotor	1	5000.0	86400	21001
2022	DE	1kmE4105N3006	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4105N3008	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4105N3020	359	Mammalia	5218786	Procyon lotor	1	8.0	86400	21001
2022	DE	1kmE4105N3148	359	Mammalia	5218786	Procyon lotor	1	10.0	86400	21001
2022	DE	1kmE4110N3120	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4110N3124	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	DE	1kmE4111N3126	359	Mammalia	5218786	Procyon lotor	3	5.0	86400	21001
2022	DE	1kmE4112N3081	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4112N3128	359	Mammalia	5218786	Procyon lotor	1	15.0	86400	21001
2022	DE	1kmE4113N3127	359	Mammalia	5218786	Procyon lotor	5	5.0	86400	21001
2022	DE	1kmE4113N3129	359	Mammalia	5218786	Procyon lotor	4	25.0	86400	21001
2022	DE	1kmE4113N3139	359	Mammalia	5218786	Procyon lotor	2	5.0	86400	21001
2022	DE	1kmE4114N3138	359	Mammalia	5218786	Procyon lotor	1	30.0	86400	21001
2022	DE	1kmE4114N3150	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4114N3151	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4115N3113	359	Mammalia	5218786	Procyon lotor	6	250.0	86400	21001
2022	DE	1kmE4116N3113	359	Mammalia	5218786	Procyon lotor	5	250.0	86400	21001
2022	DE	1kmE4116N3114	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4116N3139	359	Mammalia	5218786	Procyon lotor	1	52.0	86400	21001
2022	DE	1kmE4116N3146	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4116N3147	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4121N3144	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4122N3010	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4124N3116	359	Mammalia	5218786	Procyon lotor	3	250.0	86400	21001
2022	DE	1kmE4125N3145	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4127N3127	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4130N3064	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4133N3080	359	Mammalia	5218786	Procyon lotor	1	354.0	1	21001
2022	FR	1kmE4134N2788	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4136N3015	359	Mammalia	5218786	Procyon lotor	1	244.0	60	21001
2022	DE	1kmE4136N3147	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4136N3179	359	Mammalia	5218786	Procyon lotor	1	6.0	86400	21001
2022	DE	1kmE4137N3016	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4137N3179	359	Mammalia	5218786	Procyon lotor	2	15.0	86400	21001
2022	DE	1kmE4140N3083	359	Mammalia	5218786	Procyon lotor	3	1000.0	86400	21001
2022	DE	1kmE4140N3084	359	Mammalia	5218786	Procyon lotor	4	1000.0	86400	21001
2022	DE	1kmE4143N3038	359	Mammalia	5218786	Procyon lotor	1	6.0	1	21001
2022	DE	1kmE4143N3137	359	Mammalia	5218786	Procyon lotor	1	30.0	86400	21001
2022	DE	1kmE4143N3146	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4145N3122	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	DE	1kmE4147N3217	359	Mammalia	5218786	Procyon lotor	2	10.0	86400	21001
2022	DE	1kmE4150N3040	359	Mammalia	5218786	Procyon lotor	2	250.0	86400	21001
2022	DE	1kmE4150N3139	359	Mammalia	5218786	Procyon lotor	2	5.0	86400	21001
2022	DE	1kmE4151N2937	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4154N3150	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4156N2918	359	Mammalia	5218786	Procyon lotor	1	16.0	60	21001
2022	DE	1kmE4157N3157	359	Mammalia	5218786	Procyon lotor	1	10.0	86400	21001
2022	DE	1kmE4159N3215	359	Mammalia	5218786	Procyon lotor	3	5.0	86400	21001
2022	DE	1kmE4159N3216	359	Mammalia	5218786	Procyon lotor	1	5.0	86400	21001
2022	DE	1kmE4160N2901	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4160N3173	359	Mammalia	5218786	Procyon lotor	2	5.0	86400	21001
2022	DE	1kmE4163N2885	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4163N2983	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4166N3088	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4166N3173	359	Mammalia	5218786	Procyon lotor	1	16.0	86400	21001
2022	DE	1kmE4168N3180	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4170N3121	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4172N3070	359	Mammalia	5218786	Procyon lotor	1	6.0	60	21001
2022	DE	1kmE4172N3153	359	Mammalia	5218786	Procyon lotor	1	1000.0	86400	21001
2022	DE	1kmE4173N2947	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4173N2989	359	Mammalia	5218786	Procyon lotor	1	4.0	60	21001
2022	FR	1kmE4174N2817	359	Mammalia	5218786	Procyon lotor	1	26711.0	86400	21001
2022	DE	1kmE4175N3048	359	Mammalia	5218786	Procyon lotor	1	25.0	86400	21001
2022	DE	1kmE4178N2861	359	Mammalia	5218786	Procyon lotor	1	26614.0	1	21001
2022	DE	1kmE4178N2988	359	Mammalia	5218786	Procyon lotor	1	6.0	1	21001
2022	DE	1kmE4178N3029	359	Mammalia	5218786	Procyon lotor	1	250.0	86400	21001
2022	DE	1kmE4178N3169	359	Mammalia	5218786	Procyon lotor	16	250.0	86400	21001
2022	CH	1kmE4179N2705	359	Mammalia	5218786	Procyon lotor	1	10.0	60	21001
2022	DE	1kmE4179N3169	359	Mammalia	5218786	Procyon lotor	10	250.0	86400	21001
